"env","LON","LAT","DOY","YYYYMMDD","daysFromStart","T2M","T2M_MAX","T2M_MIN","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","ALLSKY_SFC_SW_DNI","ALLSKY_SFC_PAR_TOT","ALLSKY_SFC_UVA","ALLSKY_SFC_UVB","PRECTOT","EVPTRNS","QV2M","RH2M","GWETROOT","GWETTOP","FROST_DAYS","WS2M","P_ETP","VPD","N","RTA","n","TH1","TH2","PAR_TEMP","n.1","N.1","RTA.1","VPD.1","SPV","ETP","PETP","GDD","FRUE","T2M_RANGE"
"inverno_2018",-41.3433,-21.7136,215,2018-08-03,64,21.33,24.94,18.86,18.75,33.97,6.43,2.08,3.21,0.46,0.01,13.03,0.6,13.43,85.78,0.64,0.7,0,4.11,12.43,0.504003373516721,11.151,26.342,0.88,69.42466526,69.28,0.150492264416315,2.69724765623662,11.049944122183,26.3420900714663,0.504003373516721,0.160412852431335,2.88083345297675,10.1491665470233,11.9,0.793333333333333,6.08
"inverno_2018",-41.3433,-21.7136,216,2018-08-04,65,23.16,28.12,19.9,19.46,33.57,11.74,8.97,5.54,0.73,0.02,6.09,2.08,14.1,81.13,0.65,0.7,0,2.37,4.01,0.803856049874637,11.166,26.488,3.781,72.05982092,71.3656,0.239205526770294,4.9047468658943,11.0660394417424,26.4876672738069,0.803856049874637,0.179324581766593,5.332122415307,0.757877584692999,14.01,0.934,8.22
"inverno_2018",-41.3433,-21.7136,217,2018-08-05,66,22.88,28.48,19.14,18.82,33.19,12.13,5.58,5.68,0.75,0.02,0.03,2.26,13.53,79.63,0.64,0.63,0,2.24,-2.23,0.878896148533193,11.182,26.636,2.343,71.48286056,70.8552,0.248251748251748,5.04697642833987,11.0823777050939,26.6355992486788,0.878896148533193,0.177454935797081,5.50249969059893,-5.47249969059893,13.81,0.920666666666667,9.34
"inverno_2018",-41.3433,-21.7136,218,2018-08-06,67,21.69,25.75,19.69,18.48,33.42,8.88,0.59,4.26,0.58,0.01,4.21,0.97,13.18,82.96,0.64,0.63,0,1.59,3.24,0.675800109734736,11.197,26.786,0.247,69.81970376,69.5428,0.19640387275242,3.67951049976444,11.0989523534494,26.7858175441925,0.675800109734736,0.167551765108188,4.00040638751425,0.209593612485751,12.72,0.848,6.06
"inverno_2018",-41.3433,-21.7136,219,2018-08-07,68,20.12,22.11,18.69,18.48,33.98,4.5,1.15,2.34,0.35,0.01,16.38,0.54,13.16,90.43,0.66,0.76,0,2.49,15.84,0.281361641849809,11.213,26.938,0.479,67.67828084,67.9728,0.116302186878728,1.85687270259927,11.1157568618824,26.9382525837399,0.281361641849809,0.14801779116723,1.99467446701071,14.3853255329893,10.4,0.693333333333333,3.42
"inverno_2018",-41.3433,-21.7136,220,2018-08-08,69,21.13,25.97,18.07,17.92,33.83,9.08,4.23,4.34,0.62,0.01,0.29,2.28,12.69,83.07,0.66,0.66,0,2.11,-1.99,0.660635595144371,11.229,27.093,1.753,68.91345409,68.7812,0.20539517274018,3.73108573951746,11.1327847446278,27.092833705369,0.660635595144371,0.161441233810048,4.07144537194772,-3.78144537194772,12.02,0.801333333333333,7.9
"inverno_2018",-41.3433,-21.7136,221,2018-08-09,70,23.19,29.08,18.14,18.95,32.91,12.36,7.46,5.84,0.78,0.02,0.02,2.28,13.65,78.93,0.65,0.64,0,3,-2.26,0.862654394004604,11.245,27.249,3.079,71.91773833,71.212,0.251832686502803,5.05750270531035,11.1500295600308,27.2494892028979,0.862654394004604,0.175601755030231,5.59988449402059,-5.57988449402059,13.61,0.907333333333333,10.94
"inverno_2018",-41.3433,-21.7136,222,2018-08-10,71,22.58,26.63,20.06,19.12,33.73,11.05,4.49,5.21,0.7,0.02,0.39,1.01,13.8,81.57,0.64,0.63,0,2.59,-0.62,0.703906883806562,11.261,27.408,1.845,71.15961094,70.6632,0.230735163861825,4.50233688378917,11.1674849151446,27.4081463687573,0.703906883806562,0.17317145509432,4.99804413813546,-4.60804413813546,13.345,0.889666666666667,6.57
"inverno_2018",-41.3433,-21.7136,223,2018-08-11,72,21.84,28.4,17.24,16.45,33.08,12.87,10.44,5.86,0.78,0.02,0.18,1.97,11.71,74.78,0.64,0.62,0,2.23,-1.79,1.04688383796572,11.278,27.569,4.271,69.46549248,68.962,0.268315018315018,5.22159712452856,11.185144469975,27.5687315385472,1.04688383796572,0.168440428919545,5.80167210499995,-5.62167210499995,12.82,0.854666666666667,11.16
"inverno_2018",-41.3433,-21.7136,224,2018-08-12,73,19.86,26.26,14.71,14.29,29.67,18.87,24.15,8.52,1.08,0.02,0.03,1.5,10.15,73.82,0.63,0.61,0,3.15,-1.47,0.914639653188514,11.295,27.731,9.836,66.34438548,66.2044,0.429003021148036,7.62321407957776,11.2030019413734,27.7311701372849,0.914639653188514,0.148697841456398,8.36960796610896,-8.33960796610896,10.485,0.699,11.55
"inverno_2018",-41.3433,-21.7136,225,2018-08-13,74,20.04,26.51,14.97,15.8,29.98,17.23,20.56,7.9,1.02,0.02,0.11,1.16,11.15,79.12,0.63,0.61,0,3.48,-1.05,0.787874407628624,11.312,27.895,8.338,66.91533152,66.928,0.394211576846307,6.93084890545866,11.2210511065806,27.8953867273189,0.787874407628624,0.150753868223749,7.65652994655923,-7.54652994655923,10.74,0.716,11.54
"inverno_2018",-41.3433,-21.7136,226,2018-08-14,75,20.32,26.36,15.72,15.16,29.56,18.82,24.91,8.53,1.09,0.02,0.02,1.25,10.69,75.04,0.63,0.61,0,1.98,-1.23,0.886809792667991,11.329,28.061,10.057,67.12412672,66.9776,0.419783464566929,7.5379016920487,11.2392858064221,28.0613050578767,0.886809792667991,0.153203449003604,8.38125267575492,-8.36125267575492,11.04,0.736,10.64
"inverno_2018",-41.3433,-21.7136,227,2018-08-15,76,20.86,27.67,15.05,15.38,29.2,20.08,27.58,9.11,1.14,0.03,0,1.19,10.83,73.65,0.62,0.6,0,1.72,-1.19,0.961825807709021,11.346,28.229,11.085,67.8744061,67.5968,0.436720997123682,8.00792912372716,11.2576999481608,28.2288481162101,0.961825807709021,0.15585333692613,8.96275531611596,-8.96275531611596,11.36,0.757333333333333,12.62
"inverno_2018",-41.3433,-21.7136,228,2018-08-16,77,21.34,26.35,18.1,16.64,31.95,8.83,0.11,4.32,0.62,0.01,0.11,0.72,11.68,75.95,0.62,0.6,0,1.66,-0.61,0.860320562057213,11.364,28.398,0.044,68.7702027,68.5304,0.202436738519213,3.50622703886392,11.2762875080108,28.3979381802947,0.860320562057213,0.163210933777055,3.96483895550802,-3.85483895550802,12.225,0.815,8.25
"inverno_2018",-41.3433,-21.7136,229,2018-08-17,78,20.33,23.34,18.61,17.03,32.36,4.83,0.57,2.52,0.37,0.01,2.26,0.26,11.96,81.77,0.62,0.62,0,1.75,2,0.564679339754903,11.381,28.568,0.227,67.53179259,67.6608,0.123954746679784,1.90962288559917,11.2950425333168,28.5684968730371,0.564679339754903,0.152669870927475,2.14997557914768,0.11002442085232,10.975,0.731666666666667,4.73
"inverno_2018",-41.3433,-21.7136,230,2018-08-18,79,19.88,23.72,17.2,16.31,32.06,11.16,7.76,5.3,0.73,0.02,0.59,0.55,11.43,81.14,0.62,0.62,0,2.14,0.0399999999999999,0.593657038173019,11.399,28.74,3.078,66.76910568,66.9516,0.266599597585513,4.39324384483711,11.3139591444065,28.7404452179363,0.593657038173019,0.1484975529283,4.94899531301581,-4.35899531301581,10.46,0.697333333333333,6.52
"inverno_2018",-41.3433,-21.7136,231,2018-08-19,80,20.36,25.71,16.91,15.71,29.91,19.26,24.15,8.88,1.12,0.02,0.04,0.9,11.02,77.07,0.62,0.6,0,1.72,-0.86,0.830568871731392,11.417,28.914,9.536,67.30512748,67.2156,0.43614931237721,7.54916041471497,11.3330315361224,28.9137036961425,0.830568871731392,0.155436756834927,8.59371206764918,-8.55371206764918,11.31,0.754,8.8
"inverno_2018",-41.3433,-21.7136,232,2018-08-20,81,21.16,27.16,16.61,16.91,30.48,19.57,25.12,8.95,1.14,0.03,0.04,0.9,11.91,79.23,0.62,0.59,0,2.43,-0.86,0.817916961867344,11.435,29.088,9.875,68.70712732,68.4476,0.42296786389414,7.63758737708683,11.3522539790389,29.0881923048493,0.817916961867344,0.160284694700512,8.76704815034395,-8.72704815034395,11.885,0.792333333333333,10.55
"inverno_2018",-41.3433,-21.7136,233,2018-08-21,82,21.61,27.84,17.08,17.28,30.91,19.11,23.49,8.69,1.11,0.03,0.03,0.81,12.22,79.52,0.61,0.59,0,2.44,-0.78,0.873807049919515,11.453,29.264,9.193,69.44516928,69.0308,0.402128644146229,7.42594763897638,11.3716208203752,29.2638306169534,0.873807049919515,0.165259740329498,8.59424002059968,-8.56424002059968,12.46,0.830666666666667,10.76
"inverno_2018",-41.3433,-21.7136,234,2018-08-22,83,22.37,28.21,17.39,18.03,30.9,17.75,17.18,8.12,1.05,0.02,0.01,0.74,12.88,78.98,0.61,0.59,0,2.82,-0.73,0.838355795282693,11.471,29.441,6.694,70.61670774,70.0608,0.362986142154671,6.86782613101595,11.3911264846093,29.4405378419072,0.838355795282693,0.16826237862265,8.00048687210217,-7.99048687210217,12.8,0.853333333333333,10.82
"inverno_2018",-41.3433,-21.7136,235,2018-08-23,84,23.43,28.67,19.21,19.18,31.94,17.41,15.99,8.06,1.04,0.03,0.01,0.54,13.84,79.1,0.61,0.59,0,3.46,-0.53,0.855913988064917,11.49,29.618,6.203,72.3147987,71.5348,0.34400341442595,6.70740309363628,11.410765473804,29.6182328876894,0.855913988064917,0.178668325515572,7.90396429412408,-7.89396429412408,13.94,0.929333333333333,9.46
"inverno_2018",-41.3433,-21.7136,236,2018-08-24,85,24.31,30.99,19,18.12,31.59,19.72,22.2,9.14,1.16,0.03,0,0.78,12.99,72.13,0.61,0.58,0,4.21,-0.78,1.26405897039193,11.509,29.797,8.575,73.03596497,72.0332,0.375976964212258,7.56490085772322,11.4305323676531,29.7968344238104,1.26405897039193,0.188776745968329,9.00906900532277,-9.00906900532277,14.995,0.999666666666666,11.99
"inverno_2018",-41.3433,-21.7136,237,2018-08-25,86,25.08,32.14,20.17,18.28,32.43,17.82,18.31,8.25,1.05,0.03,0,0.76,13.13,69.45,0.6,0.58,0,3.69,-0.76,1.47710517242446,11.527,29.976,7.041,73.9273294,72.8608,0.328947368421053,6.80693690460576,11.4504218232567,29.9762609452676,1.47710517242446,0.200443093581779,8.19414929166419,-8.19414929166419,16.155,1,11.97
"inverno_2018",-41.3433,-21.7136,238,2018-08-26,87,22.71,28.46,19.19,18.25,33,13.83,11.22,6.39,0.83,0.02,0.7,0.42,13.01,76.98,0.6,0.58,0,3.93,0.28,0.956278844933146,11.546,30.156,4.296,70.99429642,70.48,0.281373844121532,5.26043775016901,11.4704285746357,30.1564308373605,0.956278844933146,0.1775945866697,6.27424635305222,-5.57424635305222,13.825,0.921666666666667,9.27
"inverno_2018",-41.3433,-21.7136,239,2018-08-27,88,20.28,23.04,18.65,16.52,33.3,8.12,3.02,4,0.59,0.02,2.76,0.2,11.59,79.58,0.6,0.6,0,4.31,2.56,0.603469536904599,11.565,30.337,1.151,67.32429576,67.4272,0.19723865877712,3.07553278178696,11.4905474319954,30.3372624412709,0.603469536904599,0.151607426587659,3.6110575820215,-0.851057582021495,10.845,0.723,4.39
"inverno_2018",-41.3433,-21.7136,240,2018-08-28,89,20.66,24.57,18.33,16.32,32.66,9.93,2.24,4.84,0.69,0.02,0.85,0.31,11.43,77.05,0.61,0.6,0,3.25,0.54,0.74156362783825,11.584,30.519,0.85,67.7757947,67.7352,0.234269119070668,3.74531272974759,11.5107732807475,30.5186741203119,0.74156362783825,0.156605558882204,4.43508547017829,-3.58508547017829,11.45,0.763333333333333,6.24
"inverno_2018",-41.3433,-21.7136,241,2018-08-29,90,21.69,26.34,18.67,17.26,32.07,12.39,10.17,5.82,0.8,0.02,0.21,0.44,12.16,77.23,0.61,0.58,0,2.85,-0.23,0.821162226415599,11.603,30.701,3.844,69.40868513,69.1036,0.268326417704011,4.65366850560137,11.5311010803006,30.7005843267434,0.821162226415599,0.165654531684551,5.57375258032652,-5.36375258032652,12.505,0.833666666666667,7.67
"inverno_2018",-41.3433,-21.7136,242,2018-08-30,91,22.7,27.99,18.86,17.67,31.31,19.68,23.31,9.05,1.17,0.03,0.1,0.56,12.55,75.8,0.6,0.58,0,3.33,-0.46,0.956420821065872,11.623,30.883,8.773,70.882134,70.2612,0.398678414096916,7.36115918773252,11.55152586263,30.88291166905,0.956420821065872,0.173902121789954,8.90599005001176,-8.80599005001176,13.425,0.895,9.13
"inverno_2018",-41.3433,-21.7136,243,2018-08-31,92,23.59,30.83,18.13,15.91,30.11,22.43,30.43,10.24,1.3,0.03,0.01,0.66,11.41,67.78,0.6,0.57,0,3.92,-0.65,1.45719931166912,11.642,31.066,11.404,71.54476898,70.5176,0.434082238236541,8.35525879108372,11.5720427306355,31.0655749795738,1.45719931166912,0.183783724082605,10.2162316648662,-10.2062316648662,14.48,0.965333333333333,12.7
"primavera_2018",-41.3433,-21.7136,244,2018-09-01,1,24.03,31.85,17.54,17.06,30.23,22.23,29.52,10.13,1.28,0.03,0,0.6,12.23,69.52,0.6,0.57,0,3.42,-0.6,1.41467555153271,11.661,31.248,11.016,72.36153944,71.3716,0.421556387848523,8.24694286735523,11.5926468562988,31.2484933823928,1.41467555153271,0.185854483630427,10.1380149882916,-10.1380149882916,14.695,0.979666666666667,14.31
"primavera_2018",-41.3433,-21.7136,245,2018-09-02,2,24.94,32.02,19.61,18.12,31.48,22.07,27.99,10.11,1.28,0.03,0.02,0.47,13,69.61,0.6,0.56,0,4.16,-0.45,1.44162606511604,11.681,31.432,10.402,73.73429666,72.6632,0.405372894947875,8.15441724535804,11.6133334786493,31.4315863613301,1.44162606511604,0.196962459891768,10.1295312374781,-10.1095312374781,15.815,1,12.41
"primavera_2018",-41.3433,-21.7136,246,2018-09-03,3,25.46,33.71,19,17.28,31.67,21.35,27.3,9.87,1.25,0.03,0,0.47,12.37,64.14,0.59,0.55,0,4.12,-0.47,1.7432435065682,11.701,31.615,10.104,73.91732356,72.8808,0.387666928515318,7.85670622062925,11.6340979015498,31.6147738279813,1.7432435065682,0.202514599175409,9.82795389838267,-9.82795389838267,16.355,1,14.71
"primavera_2018",-41.3433,-21.7136,247,2018-09-04,4,23.3,27.16,19.53,17.59,34.12,9.53,6.22,4.59,0.63,0.02,2.05,0.25,12.61,71.56,0.59,0.57,0,3,1.8,0.923619341441869,11.72,31.798,2.293,71.4466652,70.8324,0.196995708154506,3.49303787667981,11.6549354913097,31.7979761896418,0.923619341441869,0.17317145509432,4.31053037433764,-2.26053037433764,13.345,0.889666666666667,7.63
"primavera_2018",-41.3433,-21.7136,248,2018-09-05,5,20.62,24.95,17.57,14.69,31.96,15.05,10.6,6.99,0.95,0.02,0.03,0.15,10.4,70.47,0.59,0.57,0,3.86,-0.12,0.911961277731546,11.74,31.981,3.891,67.31059486,67.1084,0.338991270611057,5.49453702283411,11.6758416741386,31.9811144170155,0.911961277731546,0.155021118158201,6.71285519892862,-6.68285519892862,11.26,0.750666666666666,7.38
"primavera_2018",-41.3433,-21.7136,249,2018-09-06,6,20.23,25.84,15.98,14.56,31.55,15.48,13.58,7.13,0.98,0.02,0.03,0.26,10.25,72.52,0.59,0.56,0,3.05,-0.23,0.915207510195685,11.76,32.164,4.965,66.84002804,66.6716,0.35244686109738,5.62946240706156,11.6968119334474,32.1641101115868,0.915207510195685,0.152137864688014,6.88737468516428,-6.85737468516428,10.91,0.727333333333333,9.86
"primavera_2018",-41.3433,-21.7136,250,2018-09-07,7,19.9,26.28,15.31,12.52,31.03,17.46,17.9,7.9,1.06,0.03,0,0.29,8.97,65.22,0.59,0.56,0,2.19,-0.29,1.12715776510091,11.78,32.347,6.519,65.9415322,65.6072,0.396984924623116,6.32498351322279,11.7178418070085,32.3468855725318,1.12715776510091,0.151200462037677,7.76184419358718,-7.76184419358718,10.795,0.719666666666667,10.97
"primavera_2018",-41.3433,-21.7136,251,2018-09-08,8,20.63,26.7,16.37,13.32,29.12,21.78,23.29,9.75,1.26,0.03,0.02,0.24,9.47,65.01,0.59,0.55,0,1.95,-0.22,1.15293720202825,11.8,32.529,8.449,66.99131737,66.6252,0.472612699951527,7.85978565733811,11.7389268839828,32.5293638630515,1.15293720202825,0.157318805445963,9.73349970640608,-9.71349970640608,11.535,0.769,10.33
"primavera_2018",-41.3433,-21.7136,252,2018-09-09,9,21.56,28.14,16.7,14.1,29.45,21.83,24.47,9.83,1.27,0.03,0,0.28,9.97,65.54,0.59,0.54,0,2.4,-0.28,1.24697460365329,11.82,32.711,8.842,68.38049976,67.836,0.455936920222635,7.84807835860263,11.7600628018253,32.711468876001,1.24697460365329,0.164909481840576,9.8148817028302,-9.8148817028302,12.42,0.828,11.44
"primavera_2018",-41.3433,-21.7136,253,2018-09-10,10,21.25,26.11,18.17,15.34,32.12,15,11.93,6.94,0.94,0.02,0.09,0.18,10.79,70.57,0.59,0.54,0,1.84,-0.09,0.991689203662452,11.84,32.893,4.294,68.26715375,67.9724,0.326588235294118,5.37251101876607,11.7812452430764,32.8931253986956,0.991689203662452,0.162475177944832,6.73142918373474,-6.64142918373474,12.14,0.809333333333333,7.94
"primavera_2018",-41.3433,-21.7136,254,2018-09-11,11,21.27,25.66,18.32,15.74,34,10.48,4.71,4.99,0.7,0.02,0.34,0.17,11.08,71.82,0.58,0.54,0,2.2,0.17,0.911837731659668,11.86,33.074,1.689,68.38179286,68.1364,0.234602726845322,3.73976282361427,11.8024699320489,33.0742591767714,0.911837731659668,0.161183617890757,4.6982418458042,-4.3582418458042,11.99,0.799333333333333,7.34
"primavera_2018",-41.3433,-21.7136,255,2018-09-12,12,20.72,24.97,17.89,15.02,33.74,7.54,0.86,3.79,0.57,0.02,0.31,0.15,10.57,71.13,0.58,0.54,0,3,0.16,0.898366469498311,11.881,33.255,0.307,67.50236464,67.3272,0.182915057915058,2.68084463431327,11.8237326314205,33.2547969769787,0.898366469498311,0.156438133867138,3.36715505847299,-3.05715505847299,11.43,0.762,7.08
"primavera_2018",-41.3433,-21.7136,256,2018-09-13,13,20.58,24.63,17.19,15.09,33.47,10.33,2.25,5.03,0.73,0.02,0.32,0.13,10.61,71.95,0.58,0.53,0,3.32,0.19,0.81462778256207,11.901,33.435,0.801,67.3401869,67.2124,0.2444120505345,3.65964919849458,11.8450291387392,33.4346666487896,0.81462778256207,0.152137864688014,4.5960323318958,-4.2760323318958,10.91,0.727333333333333,7.44
"primavera_2018",-41.3433,-21.7136,257,2018-09-14,14,22.14,28.89,17.36,16.13,31.66,21.15,18.92,9.66,1.22,0.03,2.38,0.15,11.42,71.02,0.58,0.55,0,4.45,2.23,1.14785509863979,11.921,33.614,6.71,69.64412972,69.1468,0.436314363143631,7.46638092844095,11.8663552828522,33.6137971846996,1.14785509863979,0.171175462762414,9.55300797037456,-7.17300797037456,13.125,0.875,11.53
"primavera_2018",-41.3433,-21.7136,258,2018-09-15,15,23.73,30.39,18.72,18.08,34.63,12.46,5.6,5.86,0.78,0.02,7.82,0.19,13.03,73.13,0.59,0.62,0,2.52,7.63,1.17467193251384,11.942,33.792,1.979,72.24392151,71.4388,0.246944795617362,4.38329508708037,11.8877069202648,33.7921187791078,1.17467193251384,0.184503862246912,5.67770463082472,2.14229536917528,14.555,0.970333333333333,11.67
"primavera_2018",-41.3433,-21.7136,259,2018-09-16,16,22.5,27.4,19.8,18.92,34.58,15.01,8.47,6.88,0.89,0.02,7.1,0.39,13.63,81.38,0.61,0.66,0,2.23,6.71,0.793201813009281,11.962,33.97,2.983,71.015055,70.5112,0.305777777777778,5.26221931005151,11.9090799314405,33.9695628856586,0.793201813009281,0.175509526130567,6.80008286144812,0.299917138551884,13.6,0.906666666666667,7.6
"primavera_2018",-41.3433,-21.7136,260,2018-09-17,17,22.33,27.14,19.19,18.68,34.53,6.18,0.38,3.12,0.43,0.01,2.25,0.47,13.42,80.93,0.61,0.61,0,2.09,1.78,0.755221161385713,11.983,34.146,0.133,70.70526231,70.2548,0.139722346618898,2.15926232875758,11.9304702170483,34.1460622729347,0.755221161385713,0.171536919521172,2.79208952928705,-0.542089529287046,13.165,0.877666666666667,7.95
"primavera_2018",-41.3433,-21.7136,261,2018-09-18,18,23.44,26.39,21.09,21.51,35.55,9.64,5.23,4.64,0.62,0.02,7.91,0.2,16.04,89.32,0.62,0.66,0,1.98,7.71,0.404250471113678,12.003,34.322,1.829,73.24088192,72.3836,0.197952218430034,3.35695965921314,11.9518736941674,34.3215510783885,0.404250471113678,0.176804455532272,4.371076504571,3.538923495429,13.74,0.916,5.3
"primavera_2018",-41.3433,-21.7136,262,2018-09-19,19,26.03,32.54,21.64,20.64,34.36,17.84,10.06,8.3,1.09,0.03,0.86,1.22,15.21,75.07,0.62,0.62,0,1.71,-0.36,1.31155439288439,12.024,34.496,3.507,75.99460379,74.6604,0.31886285055705,6.1921279292174,11.9732862924566,34.4959648604066,1.31155439288439,0.210282815096748,8.24405562803448,-7.38405562803448,17.09,1,10.9
"primavera_2018",-41.3433,-21.7136,263,2018-09-20,20,25.36,29.79,22.61,20.87,35.14,10.41,2.03,5.03,0.69,0.02,1.46,0.58,15.4,77.77,0.62,0.61,0,1.82,0.88,1.00078602766492,12.044,34.669,0.705,75.24573728,74.0732,0.198343848580442,3.60160377866102,11.9947039502974,34.6692406484028,1.00078602766492,0.200907620715374,4.78798613011545,-3.32798613011545,16.2,1,7.18
"primavera_2018",-41.3433,-21.7136,264,2018-09-21,21,24.67,29.58,21.9,20.76,35,10.62,4.33,5.17,0.71,0.02,3.46,0.64,15.3,80.52,0.62,0.63,0,3.06,2.82,0.934277656326434,12.065,34.841,1.499,74.43398116,73.3436,0.209566274827726,3.66264059884723,12.0161226109183,34.841316990839,0.934277656326434,0.196201562384191,4.8722663797901,-1.4122663797901,15.74,1,7.68
"primavera_2018",-41.3433,-21.7136,265,2018-09-22,22,24.17,30.05,19.92,19.41,34.21,20.58,18.69,9.52,1.25,0.03,0.23,1.28,14.09,77.78,0.62,0.6,0,2.62,-1.05,1.03672132198282,12.085,35.012,6.451,73.36659174,72.3576,0.39387670666115,7.0756194560805,12.0375382185094,35.0121340010777,1.03672132198282,0.188678717374194,9.40141566122053,-9.17141566122053,14.985,0.999,10.13
"primavera_2018",-41.3433,-21.7136,266,2018-09-23,23,23.91,31.26,19.27,18.58,32.41,24.5,28.16,11.21,1.45,0.04,0.01,1.23,13.38,76.03,0.61,0.58,0,2.03,-1.22,1.25658802328837,12.106,35.182,9.69,72.79179527,71.7988,0.468841488916771,8.39768270943927,12.0589467143342,35.1816334009736,1.25658802328837,0.191439783727695,11.2101690797375,-11.2001690797375,15.265,1,11.99
"primavera_2018",-41.3433,-21.7136,267,2018-09-24,24,25.51,33.54,19.74,19.48,33.37,24.41,29.41,11.23,1.46,0.04,0.01,1.13,14.2,73.86,0.6,0.57,0,3.01,-1.12,1.47860600958031,12.127,35.35,10.089,75.05438914,73.7228,0.440219521756174,8.3418164603209,12.0803440328485,35.3497585621165,1.47860600958031,0.205497597472903,11.2536318879022,-11.2436318879022,16.64,1,13.8
"primavera_2018",-41.3433,-21.7136,268,2018-09-25,25,25.36,32.44,19.97,19.19,32.57,25.14,30.11,11.5,1.49,0.04,0.02,0.83,13.95,73.01,0.6,0.57,0,3.57,-0.81,1.38049150925336,12.147,35.516,10.298,74.73135264,73.4684,0.453470031545741,8.56609698237549,12.1017260978331,35.516454544641,1.38049150925336,0.200959290717741,11.5632306172461,-11.5432306172461,16.205,1,12.47
"primavera_2018",-41.3433,-21.7136,269,2018-09-26,26,25.48,32.33,20.43,18.31,31.89,24.99,29.13,11.44,1.47,0.04,0,0.62,13.21,68.56,0.6,0.57,0,4.78,-0.62,1.5180929282899,12.168,35.682,9.934,74.42911712,73.2716,0.448979591836735,8.4905220361847,12.1230888185489,35.6816681335266,1.5180929282899,0.202774799339096,11.5050831912588,-11.5050831912588,16.38,1,11.9
"primavera_2018",-41.3433,-21.7136,270,2018-09-27,27,26.99,35.11,20.63,19.03,33.2,24.83,28.98,11.56,1.48,0.04,0.28,0.64,13.83,66.08,0.59,0.56,0,3.44,-0.36,1.84242903595813,12.189,35.845,9.855,76.36910208,75.0408,0.428306780288996,8.41242078184393,12.1444280859232,35.8453478723132,1.84242903595813,0.21879916277289,11.5195368761949,-11.2395368761949,17.87,1,14.48
"primavera_2018",-41.3433,-21.7136,271,2018-09-28,28,26.17,33.89,21.34,19.72,35.29,18.73,11.78,8.77,1.15,0.03,1.34,0.48,14.39,70.87,0.59,0.56,0,2.63,0.86,1.61498352539776,12.21,36.007,3.995,75.72450221,74.4692,0.335116545662973,6.32825549276032,12.1657397687751,36.0074440941647,1.61498352539776,0.215983656363765,8.67849096357813,-7.33849096357813,17.615,1,12.55
"primavera_2018",-41.3433,-21.7136,272,2018-09-29,29,24.33,28.61,22.15,21.14,35.33,10.25,2.51,5.1,0.73,0.02,6.5,0.35,15.63,83.46,0.6,0.63,0,2.13,6.15,0.783741223492649,12.23,36.168,0.849,74.17527982,73.1404,0.209617755856967,3.45380630658914,12.1870197100883,36.1679089502182,0.783741223492649,0.192583610094516,4.69303335334643,1.80696664665357,15.38,1,6.46
"primavera_2018",-41.3433,-21.7136,273,2018-09-30,30,25.32,30.81,21.65,20.87,35.34,14.71,6.61,7.08,0.97,0.03,0.19,0.6,15.39,78.51,0.6,0.57,0,2.98,-0.41,1.04888778130209,12.251,36.327,2.229,75.26221468,74.0332,0.279620853080569,4.94356979833979,12.2082637233397,36.3266964351626,1.04888778130209,0.201217808502424,6.7668311200942,-6.5768311200942,16.23,1,9.16
"primavera_2018",-41.3433,-21.7136,274,2018-10-01,31,26.47,33.37,22.3,19.61,34.83,20.75,14.09,9.76,1.29,0.03,0.54,0.53,14.32,69.28,0.6,0.57,0,4.5,0.01,1.63160034322942,12.272,36.484,4.739,75.98869184,74.7296,0.368719304873442,6.9554628061058,12.229467588893,36.4837624099962,1.63160034322942,0.218410904410933,9.62500809760195,-9.08500809760195,17.835,1,11.07
"primavera_2018",-41.3433,-21.7136,275,2018-10-02,32,26.9,33.58,22.51,19.12,34.57,23.09,20.71,10.77,1.39,0.04,0.02,0.51,13.87,65.48,0.59,0.56,0,3.72,-0.49,1.74772803693622,12.293,36.639,6.949,76.1633388,74.9832,0.400371747211896,7.72036572205559,12.2506270504646,36.6390646219169,1.74772803693622,0.22074916523621,10.7215258352226,-10.7015258352226,18.045,1,11.07
"primavera_2018",-41.3433,-21.7136,276,2018-10-03,33,27.2,34.66,21.87,19.51,34.33,25.23,28.4,11.72,1.51,0.04,0,0.44,14.21,66.25,0.59,0.55,0,3.84,-0.44,1.80211698586671,12.313,36.793,9.504,76.69805,75.4236,0.430882352941176,8.41517747305942,12.2717378116724,36.7925627213102,1.80211698586671,0.223221293840629,11.7277733463543,-11.7277733463543,18.265,1,12.79
"primavera_2018",-41.3433,-21.7136,277,2018-10-04,34,26.44,33.68,22.01,20.45,35.58,17.19,7.02,8.17,1.09,0.03,0.57,0.34,15.03,72.38,0.58,0.54,0,2.69,0.23,1.53111310669209,12.334,36.944,2.344,76.31195928,75.002,0.309001512859304,5.71978959276304,12.2927955326749,36.944218275799,1.53111310669209,0.218521776248163,7.97407667283691,-7.40407667283691,17.845,1,11.67
"primavera_2018",-41.3433,-21.7136,278,2018-10-05,35,23.21,27.35,20.01,19.06,35.07,7.85,2.2,4,0.59,0.02,4.35,0.15,13.75,78.39,0.59,0.59,0,4.3,4.2,0.783810383221665,12.355,37.094,0.733,71.90270581,71.2716,0.1723395088324,2.60590151616356,12.3137958269094,37.093994781333,0.783810383221665,0.176248502615205,3.55811059653833,0.791889403461674,13.68,0.912,7.34
