"env","LON","LAT","DOY","YYYYMMDD","daysFromStart","T2M","T2M_MAX","T2M_MIN","T2MDEW","ALLSKY_SFC_LW_DWN","ALLSKY_SFC_SW_DWN","ALLSKY_SFC_SW_DNI","ALLSKY_SFC_PAR_TOT","ALLSKY_SFC_UVA","ALLSKY_SFC_UVB","PRECTOT","EVPTRNS","QV2M","RH2M","GWETROOT","GWETTOP","FROST_DAYS","WS2M","P_ETP","VPD","N","RTA","n","TH1","TH2","PAR_TEMP","n.1","N.1","RTA.1","VPD.1","SPV","ETP","PETP","GDD","FRUE","T2M_RANGE"
"outono_2019",-41.3433,-21.7136,79,2019-03-20,20,26.77,30.71,23.69,23.68,35.82,16.75,8.94,8.04,1.08,0.03,4.96,4.96,18.42,83.93,0.66,0.7,0,2.5,0,0.746789631042364,12.145,35.429,3.065,78.22509039,76.4948,0.300336197235712,5.69107722711812,12.037420892824,35.4285826581382,0.746789631042364,0.211466679098589,7.74473803026641,-2.78473803026641,17.2,1,7.02
"outono_2019",-41.3433,-21.7136,80,2019-03-21,21,24.97,28.22,23.56,22.21,35.02,11.5,1.54,5.73,0.8,0.02,7.23,2.7,16.77,84.93,0.66,0.7,0,2.99,4.53,0.689332554724481,12.124,35.256,0.53,75.37566079,74.1656,0.229475370444533,3.91943581803869,12.0160052574506,35.2561100311193,0.689332554724481,0.197725839962952,5.28037334367109,1.94962665632892,15.89,1,4.66
"outono_2019",-41.3433,-21.7136,81,2019-03-22,22,24.4,27.31,22.91,20.73,34.57,7.43,1.13,3.83,0.56,0.02,5.71,3.71,15.25,80.48,0.66,0.7,0,4.02,2,0.766357245133676,12.103,35.082,0.39,73.9961088,73.0628,0.156967213114754,2.54031062046365,11.9945865912746,35.0822366584856,0.766357245133676,0.189907162113724,3.3966414445857,2.3133585554143,15.11,1,4.4
"outono_2019",-41.3433,-21.7136,82,2019-03-23,23,24.95,28.85,22.43,20.26,34.36,16.8,10.99,8.01,1.09,0.03,0.26,5.76,14.78,75.94,0.65,0.65,0,2.66,-5.5,0.966342295967533,12.082,34.907,3.804,74.4076397,73.4436,0.321042084168337,5.76242863095057,11.9731689501005,34.9070246668734,0.966342295967533,0.195190883082492,7.70324956070695,-7.44324956070695,15.64,1,6.42
"outono_2019",-41.3433,-21.7136,83,2019-03-24,24,25.49,29.84,22.43,20.4,33.95,18.62,12.85,8.77,1.18,0.04,0.01,6.02,14.93,74.45,0.64,0.63,0,2.31,-6.01,1.06230741853175,12.061,34.731,4.462,75.08808195,74.034,0.344056492742252,6.40766650512859,11.9517563907159,34.7305378357334,1.06230741853175,0.200236927403111,8.56108212610033,-8.55108212610033,16.135,1,7.41
"outono_2019",-41.3433,-21.7136,84,2019-03-25,25,26.03,30.72,23.03,21.59,32.69,21.51,19.07,9.97,1.3,0.04,0.35,4.83,16.1,77.69,0.63,0.62,0,2.07,-4.48,1.03939576925825,12.04,34.553,6.645,76.29510993,75.0024,0.383019592777564,7.42694033221999,11.9303529747765,34.5528415482417,1.03939576925825,0.207984985946732,9.9289127716323,-9.5789127716323,16.875,1,7.69
"outono_2019",-41.3433,-21.7136,85,2019-03-26,26,26.14,31.5,22.83,21.07,32.4,22.57,23.11,10.44,1.37,0.04,0,4.38,15.6,75.6,0.63,0.61,0,2.56,-4.38,1.20361584283091,12.019,34.374,8.08,76.2268216,74.9252,0.399387911247131,7.81943528117352,11.9089627726819,34.3740027398874,1.20361584283091,0.211089388777564,10.4338697490964,-10.4338697490964,17.165,1,8.67
"outono_2019",-41.3433,-21.7136,86,2019-03-27,27,25.38,30.64,21.01,19.9,32.13,23.3,27.32,10.79,1.4,0.04,0.14,3.29,14.46,73.46,0.62,0.59,0,2.77,-3.15,1.12105015427803,11.998,34.194,9.586,74.81072652,73.744,0.425137903861308,8.10025490276263,11.8875898674325,34.1940898448407,1.12105015427803,0.19706410032446,10.6946591607783,-10.5546591607783,15.825,1,9.63
"outono_2019",-41.3433,-21.7136,87,2019-03-28,28,25.31,30,22.6,20.17,33.77,19.11,17.87,8.99,1.2,0.04,2.32,2.25,14.67,74.58,0.62,0.59,0,3.24,0.0699999999999998,1.1295841748457,11.978,34.013,6.293,74.82359602,73.7712,0.355195574871592,6.66694097496224,11.8662383584596,34.0131727402081,1.1295841748457,0.201943147584631,8.79422217189039,-6.47422217189039,16.3,1,7.4
"outono_2019",-41.3433,-21.7136,88,2019-03-29,29,25.02,29.63,21.92,19.86,34.39,14.17,10.74,6.78,0.94,0.03,1.75,2.3,14.39,74.61,0.62,0.61,0,3.29,-0.55,1.07432651550944,11.957,33.831,3.796,74.37771778,73.3696,0.270983213429257,4.9611541873331,11.8449123654209,33.8313226882872,1.07432651550944,0.19655633935371,6.50220542253005,-4.75220542253005,15.775,1,7.71
"outono_2019",-41.3433,-21.7136,89,2019-03-30,30,24.59,29.48,21.28,18.66,33.81,16.2,15.28,7.73,1.05,0.03,0.76,2.07,13.36,71.09,0.61,0.59,0,2.79,-1.31,1.17286925603676,11.936,33.649,5.42,73.35825069,72.5076,0.314355429036194,5.69243623306644,11.8236160319524,33.648612276935,1.17286925603676,0.192583610094516,7.41728198284997,-6.65728198284997,15.38,1,8.2
"outono_2019",-41.3433,-21.7136,90,2019-03-31,31,24.49,29.51,20.93,18.58,33.38,22.09,24.87,10.38,1.35,0.04,0.62,1.8,13.31,70.78,0.61,0.59,0,1.76,-1.18,1.16028597575115,11.915,33.465,8.855,73.17604178,72.3788,0.423846467946101,7.79061977445465,11.8023535293689,33.4651153581691,1.16028597575115,0.190993759736578,10.1048599702232,-9.4848599702232,15.22,1,8.58
"outono_2019",-41.3433,-21.7136,91,2019-04-01,32,25.02,30.67,21.22,18.51,33.25,18.82,18.39,8.84,1.18,0.03,0.33,1.66,13.28,68.78,0.61,0.58,0,1.74,-1.33,1.33368834264525,11.895,33.281,6.573,73.76732844,72.8836,0.353317346123102,6.66210356027934,11.7811290603034,33.2809069851225,1.33368834264525,0.198287233533443,8.64406013945354,-8.31406013945354,15.945,1,9.45
"outono_2019",-41.3433,-21.7136,92,2019-04-02,33,25.02,30.62,21.18,18.92,32.65,21.22,22.69,9.85,1.28,0.04,0.25,1.58,13.65,71.23,0.6,0.58,0,1.81,-1.33,1.26898094247352,11.874,33.096,8.141,74.02383854,73.0312,0.393685051958433,7.54005302073461,11.7599468622793,33.0960633474768,1.26898094247352,0.197827811888169,9.74397327143897,-9.49397327143897,15.9,1,9.44
"outono_2019",-41.3433,-21.7136,93,2019-04-03,34,25.89,31.87,21.71,19.69,34.24,13.72,11.8,6.56,0.89,0.03,0.04,1.49,14.33,70.8,0.6,0.57,0,1.74,-1.45,1.36492748446132,11.854,32.911,4.25,75.2933188,74.1784,0.253379683275396,4.89374814942726,11.7388112112032,32.9106617054982,1.36492748446132,0.207082385366241,6.33026921740446,-6.29026921740446,16.79,1,10.16
"outono_2019",-41.3433,-21.7136,94,2019-04-04,35,26.83,32.7,22.67,21.8,34.19,20.66,23.18,9.7,1.26,0.04,0.38,1.27,16.38,76.16,0.6,0.57,0,2.32,-0.89,1.23807095376866,11.833,32.725,8.382,77.37081072,75.878,0.361535594483787,7.39770368350166,11.717726424773,32.7247803228068,1.23807095376866,0.216753490922381,9.57610728781453,-9.19610728781453,17.685,1,10.03
"outono_2019",-41.3433,-21.7136,95,2019-04-05,36,28.85,35.82,23.45,22.18,34.84,21.82,25.51,10.28,1.32,0.04,0.14,1.37,16.82,71.04,0.6,0.56,0,2.65,-1.23,1.71156291568657,11.813,32.538,9.261,79.7998696,78.0348,0.35632582322357,7.84369095616167,11.6966968657897,32.5384983980074,1.71156291568657,0.239145061426084,10.2077986033145,-10.0677986033145,19.635,1,12.37
"outono_2019",-41.3433,-21.7136,96,2019-04-06,37,29.37,35.91,25.35,22.29,35.35,21.5,25.83,10.21,1.31,0.04,0.49,1.17,16.91,68.84,0.59,0.56,0,2.75,-0.68,1.88198385555019,11.793,32.352,9.416,80.26170492,78.5944,0.347633639768471,7.75930193895689,11.6757269453654,32.3518959953121,1.88198385555019,0.251298386719628,10.1020614775144,-9.61206147751443,20.63,1,10.56
"outono_2019",-41.3433,-21.7136,97,2019-04-07,38,28.55,35.24,23.7,21.66,33.57,22.15,27.44,10.33,1.33,0.04,0.08,0.95,16.35,70.44,0.59,0.56,0,3.09,-0.87,1.72446237642514,11.772,32.165,10.043,79.2620938,77.5476,0.361821366024518,8.02592428875315,11.6548211260178,32.165053974288,1.72446237642514,0.237178167973981,10.3544514827529,-10.2744514827529,19.47,1,11.54
"outono_2019",-41.3433,-21.7136,98,2019-04-08,39,29.07,35.77,23.44,21.76,33.93,21.81,26.69,10.22,1.31,0.04,0.36,0.86,16.48,68.87,0.59,0.55,0,1.94,-0.5,1.77019812208957,11.752,31.978,9.809,79.81859391,78.1036,0.3515651874785,7.93472892503878,11.6339839246417,31.978053918861,1.77019812208957,0.238786430082358,10.2017416152896,-9.84174161528958,19.605,1,12.33
"outono_2019",-41.3433,-21.7136,99,2019-04-09,40,26.5,30.03,24.31,22.88,35.91,14.63,8.29,7.1,0.97,0.03,15.6,0.33,17.46,81.55,0.59,0.62,0,2.09,15.27,0.855992658654598,11.732,31.791,3.059,77.4979925,75.9368,0.267924528301887,5.34432778414028,11.6132199153486,31.7909780657066,0.855992658654598,0.211143252716639,6.76346644441109,8.83653355558891,17.17,1,5.72
"outono_2019",-41.3433,-21.7136,100,2019-04-10,41,24.62,26.94,23.06,22.32,35.14,11.87,4.43,5.83,0.82,0.02,14.78,0.92,16.85,87.47,0.64,0.71,0,3.68,13.86,0.490272118355569,11.712,31.604,1.642,75.05375286,73.8552,0.236799350121852,4.35399856359393,11.5925337321643,31.6039092321629,0.490272118355569,0.188825776352635,5.42295843926417,9.35704156073582,15,1,3.88
"outono_2019",-41.3433,-21.7136,101,2019-04-11,42,25.45,30.31,22.58,21.33,33.41,19.34,21.9,9.03,1.17,0.03,2.95,3.17,15.85,79.58,0.64,0.65,0,2.54,-0.22,0.991077271965669,11.692,31.417,8.15,75.5851389,74.3288,0.354813359528487,7.12358344006854,11.5719300715751,31.4169307437926,0.991077271965669,0.203452636552875,8.90699330462578,-5.95699330462578,16.445,1,7.73
"outono_2019",-41.3433,-21.7136,102,2019-04-12,43,25.71,31.05,21.62,20.43,32.67,20.28,24.21,9.44,1.22,0.03,0.04,3.4,14.96,74.26,0.63,0.61,0,1.8,-3.36,1.14306424051262,11.672,31.23,9.048,75.40724354,74.2648,0.367172306495527,7.50117585242678,11.5514136949129,31.2301263617282,1.14306424051262,0.202306641373428,9.33440208180636,-9.29440208180636,16.335,1,9.43
"outono_2019",-41.3433,-21.7136,103,2019-04-13,44,25.71,30.96,22.45,20.52,33.76,18.58,17.73,8.76,1.15,0.03,0.02,2.75,15.05,74.84,0.62,0.6,0,2.05,-2.73,1.18519199025186,11.652,31.044,6.655,75.47193036,74.2972,0.340723453908985,6.90145215761782,11.5309894305692,31.0435802099259,1.18519199025186,0.20618308167599,8.56879341571646,-8.54879341571646,16.705,1,8.51
"outono_2019",-41.3433,-21.7136,104,2019-04-14,45,25.63,30.87,22.61,21.09,34.37,16.23,13.06,7.71,1.04,0.03,0.94,2.1,15.59,77.61,0.62,0.6,0,2.18,-1.16,1.10082357003386,11.633,30.857,4.924,75.65459857,74.4224,0.300819352321498,6.05424268298388,11.5106621760279,30.8573767024579,1.10082357003386,0.206552984529572,7.4863911913251,-6.5463911913251,16.74,1,8.26
"outono_2019",-41.3433,-21.7136,105,2019-04-15,46,25.9,30.36,23.33,21.82,35.45,9.53,1.38,4.76,0.69,0.02,1.43,1.5,16.29,79.48,0.61,0.6,0,2.1,-0.0700000000000001,0.98364234292922,11.613,30.672,0.522,76.2928268,74.9552,0.183783783783784,3.57020377067923,11.4904368997072,30.6716004709661,0.98364234292922,0.207666043976244,4.3983126045878,-2.9683126045878,16.845,1,7.03
"outono_2019",-41.3433,-21.7136,106,2019-04-16,47,25.39,30,23.26,21.71,35.37,10.84,5,5.32,0.75,0.02,3.62,1.35,16.2,81.28,0.61,0.61,0,2.41,2.27,0.950906496886522,11.594,30.486,1.902,75.67348208,74.4056,0.209531311539976,4.07849119334077,11.4703186426002,30.4863362924018,0.950906496886522,0.205392308717784,4.99725179293784,-1.37725179293784,16.63,1,6.74
"outono_2019",-41.3433,-21.7136,107,2019-04-17,48,26.02,29.95,23.49,23.47,35.68,14.64,9.11,7,0.95,0.03,8.49,0.52,18.13,86.38,0.62,0.66,0,2.28,7.97,0.672026076628685,11.574,30.302,3.48,77.27517524,75.6692,0.26902382782475,5.53212350096889,11.4503125197041,30.3016690171702,0.672026076628685,0.206341543181951,6.75226313765526,1.73773686234474,16.72,1,6.46
"outono_2019",-41.3433,-21.7136,108,2019-04-18,49,26.23,32.05,22.82,21.75,34.24,17.93,16.98,8.43,1.1,0.03,2.26,3.33,16.34,78.55,0.63,0.64,0,2.34,-1.07,1.16966239247143,11.555,30.118,6.515,76.71127835,75.26,0.321387723980175,6.80488913885497,11.4304237212287,30.1176834977969,1.16966239247143,0.214014626987344,8.30027695434447,-6.04027695434447,17.435,1,9.23
"outono_2019",-41.3433,-21.7136,109,2019-04-19,50,25.56,31.54,20.94,20.27,32.57,20.07,23.31,9.29,1.19,0.03,0.06,3.17,14.86,75.03,0.62,0.6,0,1.9,-3.11,1.17752194557442,11.536,29.934,8.983,75.26020132,74.0572,0.363458528951487,7.65044239084078,11.4106575135726,29.9344645182321,1.17752194557442,0.201321293946051,9.23301446421943,-9.17301446421943,16.24,1,10.6
"outono_2019",-41.3433,-21.7136,110,2019-04-20,51,26.12,32.4,21.82,20.8,32.96,20.41,27.17,9.45,1.2,0.03,0.13,2.72,15.37,75.21,0.62,0.6,0,1.38,-2.59,1.28252851626595,11.517,29.752,10.518,76.15057348,74.808,0.361791730474732,7.81426280127817,11.3910192400589,29.7520967238999,1.28252851626595,0.210497647592901,9.43265343435546,-9.30265343435546,17.11,1,10.58
"outono_2019",-41.3433,-21.7136,111,2019-04-21,52,26.95,32.72,22.35,21.51,33.51,19.23,23.39,8.91,1.13,0.03,0.09,2.48,16.13,75.59,0.61,0.59,0,1.5,-2.39,1.26024205766769,11.498,29.571,9.095,77.48791995,75.8936,0.330612244897959,7.39497145936259,11.3715143214187,29.5706645526027,1.26024205766769,0.215106660657061,8.90658095573485,-8.81658095573485,17.535,1,10.37
"outono_2019",-41.3433,-21.7136,112,2019-04-22,53,27.41,33.95,22.43,21.55,34.21,19.01,23.14,8.92,1.14,0.03,0.2,2.15,16.2,74.23,0.61,0.58,0,2.03,-1.95,1.43692440133361,11.479,29.39,9.038,78.03018857,76.368,0.325428675665815,7.34271816128536,11.3521482560148,29.390252166381,1.43692440133361,0.222375923345981,8.83328627073409,-8.63328627073409,18.19,1,11.52
"outono_2019",-41.3433,-21.7136,113,2019-04-23,54,26.95,32.67,23,21.82,34.33,19.11,21.64,8.98,1.14,0.03,0.77,1.55,16.36,76.23,0.6,0.58,0,2.55,-0.78,1.25850677173303,11.461,29.211,8.491,77.56715515,76.0052,0.333209647495362,7.41407851345568,11.3329266197936,29.2109433844277,1.25850677173303,0.218410904410933,8.86428456603245,-8.09428456603245,17.835,1,9.67
"outono_2019",-41.3433,-21.7136,114,2019-04-24,55,26.22,30.99,23.27,22.04,33.88,17.66,19.39,8.36,1.07,0.03,2.07,1.05,16.49,79.33,0.6,0.59,0,2.55,1.02,1.02242305793875,11.442,29.033,7.642,76.78633274,75.3544,0.318840579710145,6.88195873964863,11.3138550659578,29.0328216171515,1.02242305793875,0.21071266461144,8.16255901947075,-6.09255901947075,17.13,1,7.72
"outono_2019",-41.3433,-21.7136,115,2019-04-25,56,25.9,31.28,22.59,20.93,33.48,18.76,23.16,8.87,1.13,0.03,0.43,1.17,15.42,76.4,0.6,0.58,0,2.08,-0.74,1.17624066702027,11.424,28.856,9.169,75.943524,74.6348,0.342471042471042,7.34312737303893,11.2949393243507,28.8559698014781,1.17624066702027,0.208624105931798,8.66223522929978,-8.23223522929978,16.935,1,8.69
"outono_2019",-41.3433,-21.7136,116,2019-04-26,57,25.96,31.71,22.26,21.26,33.02,19.17,24.49,8.98,1.14,0.03,0.16,1.03,15.74,77.52,0.6,0.57,0,1.99,-0.87,1.15472524144749,11.406,28.68,9.74,76.16519008,74.8136,0.345916795069337,7.5369918188526,11.2761852005417,28.6804703374737,1.15472524144749,0.209157966852146,8.85384934230387,-8.69384934230387,16.985,1,9.45
"outono_2019",-41.3433,-21.7136,117,2019-04-27,58,26.75,32.63,22.57,21.21,33.95,18.38,23.23,8.65,1.1,0.03,0.09,0.93,15.77,74.57,0.6,0.57,0,3.03,-0.84,1.3126308750826,11.388,28.506,9.28,77.05199025,75.5856,0.323364485981308,7.25853230563006,11.2575985746074,28.5064050263704,1.3126308750826,0.215818991151018,8.5156782870869,-8.4256782870869,17.6,1,10.06
"outono_2019",-41.3433,-21.7136,118,2019-04-28,59,28.68,35.78,22.62,21.08,33.45,19.75,26.82,9.19,1.15,0.03,0.08,1.06,15.76,67.49,0.59,0.56,0,2,-0.98,1.808272694571,11.37,28.334,10.762,79.04230068,77.4688,0.320432357043236,7.8342291073062,11.2391853995982,28.3338550100676,1.808272694571,0.233988900294814,9.22112899612519,-9.14112899612519,19.2,1,13.16
"outono_2019",-41.3433,-21.7136,119,2019-04-29,60,26.29,30.97,23.22,20.44,35.2,13.35,12.11,6.36,0.85,0.02,4.95,0.69,15.07,71.47,0.6,0.6,0,3.33,4.26,1.26320757634535,11.352,28.163,4.881,75.97625837,74.8484,0.241917078737162,5.31904389827297,11.2209516996842,28.1629007121792,1.26320757634535,0.210336505928659,6.16933759759487,-1.21933759759487,17.095,1,7.75
"outono_2019",-41.3433,-21.7136,120,2019-04-30,61,25.21,29.99,22.42,20.27,34.78,15.47,16.79,7.31,0.96,0.03,0.2,0.77,14.82,75.5,0.6,0.58,0,2.41,-0.57,1.09881868966699,11.334,27.994,6.798,74.7668145,73.7072,0.289964299881,6.19101449445558,11.2029035679735,27.9936217806886,1.09881868966699,0.200959290717741,7.11548041562438,-6.91548041562438,16.205,1,7.57
"outono_2019",-41.3433,-21.7136,121,2019-05-01,62,25.3,29.77,22.37,20.05,34.44,14.15,11.17,6.69,0.89,0.02,0.04,0.6,14.61,73.99,0.59,0.57,0,2.22,-0.56,1.10021422296198,11.317,27.826,4.543,74.7447053,73.718,0.264426877470356,5.6877691897289,11.1850471639971,27.8260970322712,1.10021422296198,0.199568119373123,6.5035684953833,-6.4635684953833,16.07,1,7.4
"outono_2019",-41.3433,-21.7136,122,2019-05-02,63,26.86,32.73,22.3,21.28,34.91,11.57,6.6,5.52,0.74,0.02,0.16,0.73,15.88,74.2,0.59,0.57,0,2.18,-0.57,1.29342131098282,11.3,27.66,2.696,77.1768188,75.7208,0.205510052122115,4.67117853824139,11.1673887108542,27.6604043983357,1.29342131098282,0.214887880036599,5.35822937386291,-5.19822937386291,17.515,1,10.43
"outono_2019",-41.3433,-21.7136,123,2019-05-03,64,27.35,32.63,23.84,22.24,34.13,15.24,12.18,7.16,0.93,0.02,0.25,0.58,16.8,76.02,0.59,0.56,0,2.63,-0.33,1.25813789087907,11.283,27.497,4.998,78.1661953,76.5564,0.261791590493601,6.17985033303501,11.1499344920148,27.4966208728316,1.25813789087907,0.222882822275347,7.08304673173047,-6.83304673173047,18.235,1,8.79
"outono_2019",-41.3433,-21.7136,124,2019-05-04,65,26.77,32.38,23.41,21.96,34.34,15.45,17.42,7.27,0.94,0.02,0.56,0.53,16.45,77.12,0.59,0.56,0,2.77,0.03,1.23131768787491,11.266,27.335,7.18,77.39411376,75.8756,0.271572655958162,6.29234281064303,11.1326908477741,27.3348224618635,1.23131768787491,0.219076845113318,7.16870122630351,-6.60870122630351,17.895,1,8.97
"outono_2019",-41.3433,-21.7136,125,2019-05-05,66,25.76,31.04,22.85,20.82,33.19,15.23,14.7,7.07,0.92,0.03,0.09,0.46,15.33,76.45,0.59,0.56,0,2.51,-0.37,1.18376190510961,11.249,27.175,6.085,75.7298348,74.4552,0.27445652173913,6.22966112957934,11.1156641713578,27.175084135148,1.18376190510961,0.208730786338931,7.0326603304609,-6.9426603304609,16.945,1,8.19
"outono_2019",-41.3433,-21.7136,126,2019-05-06,67,26.39,32.67,22.07,20.06,32.05,17.05,18.04,7.92,1,0.03,0.03,0.48,14.73,71.66,0.59,0.55,0,2.25,-0.45,1.44948045627479,11.233,27.017,7.501,76.15048326,74.8116,0.300113679424024,7.00419061919317,11.0988609046751,27.0174797793424,1.44948045627479,0.213307307220464,7.89029796872436,-7.86029796872436,17.37,1,10.6
"outono_2019",-41.3433,-21.7136,127,2019-05-07,68,26.44,32.78,21.74,20.07,33.91,15.79,17.6,7.44,0.94,0.03,2.75,0.44,14.8,70.86,0.58,0.56,0,2.68,2.31,1.436883749036,11.217,26.862,7.349,76.13145016,74.8652,0.281391830559758,6.51436173707551,11.0822875337196,26.8620821532687,1.436883749036,0.212114781619029,7.30310492575216,-4.55310492575216,17.26,1,11.04
"outono_2019",-41.3433,-21.7136,128,2019-05-08,69,23.89,27.5,20.97,19.32,34.89,7.66,3.37,3.79,0.55,0.02,3.23,0.36,14.01,76.83,0.59,0.6,0,3.4,2.87,0.835174236483589,11.201,26.709,1.413,72.83535013,72.0452,0.158643784010046,3.17366054093024,11.065950583618,26.7089628450521,0.835174236483589,0.181447758992609,3.48380047428726,-0.253800474287262,14.235,0.949,6.53
"outono_2019",-41.3433,-21.7136,129,2019-05-09,70,23.08,27.85,20.29,17.88,34.09,10.83,5.07,5.11,0.71,0.02,0.4,0.42,12.72,73.88,0.59,0.57,0,2.06,-0.02,1.01531477602537,11.185,26.558,2.135,71.31094896,70.7168,0.221403812824957,4.50595229075246,11.0498566133287,26.5581922311846,1.01531477602537,0.17988870359819,4.92061265239157,-4.52061265239157,14.07,0.938,7.56
"outono_2019",-41.3433,-21.7136,130,2019-05-10,71,23.85,28.55,20.57,18.32,34.05,11.13,7.38,5.29,0.72,0.02,0.4,0.39,13.1,72.27,0.59,0.57,0,2.15,0.01,1.05645553525737,11.17,26.41,3.121,72.34792105,71.6452,0.221802935010482,4.65010611623576,11.0340122099933,26.4098394375219,1.05645553525737,0.184551955889731,5.07180766743433,-4.67180766743433,14.56,0.970666666666667,7.98
"outono_2019",-41.3433,-21.7136,131,2019-05-11,72,24.9,30.17,20.95,19.4,33.55,15.68,18.84,7.34,0.93,0.02,0.05,0.42,14.06,73.42,0.59,0.56,0,2.93,-0.37,1.12912788738866,11.154,26.264,8.001,74.0687042,73.084,0.294779116465863,6.57817050918806,11.0184239829439,26.2639723022146,1.12912788738866,0.194385498961761,7.18648197388228,-7.13648197388228,15.56,1,9.22
"outono_2019",-41.3433,-21.7136,132,2019-05-12,73,26.11,33.1,21.24,20.22,32.65,18.06,25.91,8.41,1.04,0.03,0.01,0.49,14.87,73.98,0.58,0.55,0,2.08,-0.48,1.42080630347936,11.139,26.121,11.049,75.99297622,74.5892,0.322098812715435,7.60761711909748,11.0030985573747,26.1206573405684,1.42080630347936,0.211143252716639,8.3491595342491,-8.3391595342491,17.17,1,11.86
"outono_2019",-41.3433,-21.7136,133,2019-05-13,74,26.03,31.83,22.2,21.3,34.35,16.41,21.62,7.72,0.96,0.02,0.02,0.4,15.82,77.66,0.58,0.55,0,1.72,-0.38,1.15956820385405,11.124,25.98,9.257,76.29166902,74.898,0.296580868228967,6.94049492515533,10.9880425676816,25.9799597118242,1.15956820385405,0.209478834502732,7.58029618387758,-7.56029618387758,17.015,1,9.63
"outono_2019",-41.3433,-21.7136,134,2019-05-14,75,25.89,30.9,22.81,21.45,35.11,14.34,14.68,6.74,0.86,0.02,0.5,0.31,15.96,78.33,0.58,0.55,0,1.72,0.19,1.06557628126788,11.11,25.842,6.311,76.14655063,74.812,0.260332174584782,6.08919326476642,10.973262650481,25.8419431878443,1.06557628126788,0.207772312228502,6.61858351889815,-6.11858351889815,16.855,1,8.09
"outono_2019",-41.3433,-21.7136,135,2019-05-15,76,24.74,28.61,22.74,21.85,34.62,6.41,1.15,3.24,0.47,0.01,9.24,0.15,16.35,84.79,0.59,0.62,0,2.01,9.09,0.721040359065172,11.096,25.707,0.496,74.98170554,73.806,0.130962004850445,2.73258598314072,10.9587654373162,25.7066701236824,0.721040359065172,0.195544121049931,2.93973039258356,6.30026960741644,15.675,1,5.87
"outono_2019",-41.3433,-21.7136,136,2019-05-16,77,23.29,25.76,21.89,20.15,33.93,9.27,2.42,4.5,0.63,0.02,5.88,0.29,14.69,83.13,0.6,0.62,0,3.57,5.59,0.610048575771212,11.082,25.574,1.049,72.44467723,71.744,0.193215972520395,3.96712478936733,10.9445575470643,25.5742014300151,0.610048575771212,0.1775945866697,4.20551436679639,1.67448563320361,13.825,0.921666666666667,3.87
"outono_2019",-41.3433,-21.7136,137,2019-05-17,78,22.49,24.14,21.7,20.43,33.6,4.62,0.59,2.38,0.36,0.01,10.15,0.2,14.91,88.19,0.62,0.67,0,3.35,9.95,0.401262444465973,11.068,25.445,0.257,71.54132169,71.0448,0.105824811027123,1.9846878875261,10.9306455780559,25.4445965474024,0.401262444465973,0.169333067559118,2.08400401555857,8.06599598444143,12.92,0.861333333333333,2.44
"outono_2019",-41.3433,-21.7136,138,2019-05-18,79,22.89,24.22,21.96,21.36,34.31,4.9,0.9,2.53,0.37,0.01,45.9,0.75,15.82,91.06,0.67,0.86,0,4.37,45.15,0.287975914950209,11.054,25.318,0.393,72.45451766,71.7796,0.110528615115771,2.1128706776604,10.9170360999224,25.317913422346,0.287975914950209,0.170859715497416,2.21273008042872,43.6872699195713,13.09,0.872666666666667,2.26
"outono_2019",-41.3433,-21.7136,139,2019-05-19,80,23.61,26.05,21.1,21.77,32.79,12.01,14.17,5.7,0.74,0.02,11.91,2.41,16.25,89.58,0.7,0.79,0,2.83,9.5,0.329752155853265,11.041,25.194,6.21,73.55249962,72.6472,0.241423125794155,5.19777651185729,10.9037356451883,25.1942084851045,0.329752155853265,0.175279132612124,5.44012327007481,6.46987672992519,13.575,0.905,4.95
"outono_2019",-41.3433,-21.7136,140,2019-05-20,81,23.17,27.59,19.8,20.68,32.17,15.68,20.11,7.31,0.92,0.02,0.19,4.71,15.21,86.83,0.69,0.7,0,1.66,-4.52,0.561499567550946,11.028,25.074,8.845,72.56833589,71.8148,0.315494173500216,6.81064556273152,10.8907507006254,25.0735366292234,0.561499567550946,0.176387352431616,7.10781787311309,-6.91781787311309,13.695,0.913,7.79
"outono_2019",-41.3433,-21.7136,141,2019-05-21,82,23.43,28.45,19.52,20.29,31.95,15.93,22.08,7.38,0.93,0.02,0.04,5.07,14.82,83.92,0.67,0.68,0,1.23,-5.03,0.694291914712973,11.016,24.956,9.746,72.74357144,71.9344,0.314980793854033,6.94375204122783,10.8780876983885,24.9559511927339,0.694291914712973,0.179089971620454,7.23405004376715,-7.19405004376715,13.985,0.932333333333333,8.93
"outono_2019",-41.3433,-21.7136,142,2019-05-22,83,23.95,29.5,20.03,20.23,30.69,17.02,24.68,7.76,0.96,0.02,0.01,4.87,14.82,81.83,0.66,0.66,0,1.24,-4.86,0.860947265040194,11.004,24.842,10.932,73.40011215,72.4328,0.324008350730689,7.44460225185339,10.8657530069546,24.8415039409695,0.860947265040194,0.186532912367829,7.76517695229097,-7.75517695229097,14.765,0.984333333333333,9.47
"outono_2019",-41.3433,-21.7136,143,2019-05-23,84,24.38,29.47,20.83,21.09,31.43,16.34,22.49,7.43,0.92,0.02,0.01,3.58,15.64,83.43,0.65,0.64,0,1.79,-3.57,0.787648744006732,10.992,24.73,9.996,74.25414166,73.1724,0.304757998359311,7.17139366707791,10.8537529218877,24.7302450509467,0.787648744006732,0.190301684451594,7.47158354312716,-7.46158354312716,15.15,1,8.64
