"trait","individuo","blup","blup_z","blup_dir","blup_sd","var_pred","precisao","peso_combinado"
"rend_polpa_pct",4,1.382959548857,1.02002158936367,1.02002158936367,4.29411451363332,18.4394194561963,0.0542316422908837,0.00409991215719081
"rend_polpa_pct",43,0.578862142204032,0.359382920388138,0.359382920388138,4.08586632638206,16.6943036370628,0.0599006716147124,0.00452849077407226
"rend_polpa_pct",51,0.34736557466753,0.169187574669627,0.169187574669627,4.23728138552703,17.9545535401339,0.0556961774496201,0.00421063101519128
"rend_polpa_pct",53,-0.972863658390495,-0.91550002170073,-0.91550002170073,4.42491515900373,19.579874164381,0.0510728512147011,0.0038611075518314
"rend_polpa_pct",55,0.523767663459655,0.314117828367645,0.314117828367645,3.99989902928421,15.9991922444688,0.0625031554543461,0.00472523855234857
"rend_polpa_pct",61,-1.13495369763386,-1.04867163361484,-1.04867163361484,4.04939721460886,16.397617801682,0.0609844681156933,0.00461042578954641
"rend_polpa_pct",62,-1.91018986195649,-1.68559818443113,-1.68559818443113,4.06321290308468,16.5096990957938,0.0605704558391842,0.00457912646144233
"rend_polpa_pct",70,-1.21272351721887,-1.11256656683066,-1.11256656683066,4.30863836676319,18.5643645755438,0.0538666430477979,0.00407231821441352
"rend_polpa_pct",76,1.35258343666642,0.99506486874724,0.99506486874724,3.91883572477798,15.3572734377962,0.0651157253955559,0.00492274883990403
"rend_polpa_pct",81,1.38792196842839,1.0240986653913,1.0240986653913,4.42294449716743,19.5624380250237,0.0511183728081761,0.00386454898429812
"rend_polpa_pct",82,-0.160079612073283,-0.247724493411665,-0.247724493411665,3.93114791450481,15.4539239257155,0.0647084847063333,0.00489196144379879
"rend_polpa_pct",83,3.86761218604639,3.06138821673768,3.06138821673768,4.30360134615557,18.520984546632,0.0539928100194785,0.00408185643747257
"rend_polpa_pct",84,0.532887002761561,0.321610189527501,0.321610189527501,4.06148895800608,16.4956925560053,0.0606218863866947,0.00458301461083412
"rend_polpa_pct",86,1.3840489753603,1.02091665166475,1.02091665166475,4.35324170933767,18.9507133799172,0.0527684620601006,0.00398929573174361
"rend_polpa_pct",87,1.38300526049267,1.02005914560238,1.02005914560238,4.35861383982929,18.9975146047514,0.0526384645994636,0.00397946792371945
"rend_polpa_pct",88,0.937652945684189,0.654161981843427,0.654161981843427,3.9671507758034,15.7382852779575,0.0635393235246895,0.00480357285846652
"rend_polpa_pct",89,1.03829718877238,0.736850320648788,0.736850320648788,4.01030404762884,16.0825385544283,0.0621792384713205,0.00470075042843183
"rend_polpa_pct",9,0.978388776625961,0.687630147404368,0.687630147404368,3.95400783656963,15.634177971654,0.0639624290968848,0.00483555963972449
"rend_polpa_pct",90,1.73772900071875,1.31149674713928,1.31149674713928,3.96821467418178,15.7467277003916,0.0635052576653834,0.00480099747950299
"rend_polpa_pct",91,1.4254890766286,1.05496343892906,1.05496343892906,4.49082716698213,20.1675286437047,0.0495846574791973,0.00374860010542732
"rend_polpa_pct",94,1.40858169572618,1.04107249795248,1.04107249795248,4.2897670628808,18.402101453777,0.0543416197607558,0.00410822645391314
"rend_polpa_pct",95,1.33794137465563,0.983035091909469,0.983035091909469,4.1827529246014,17.4954220282616,0.0571578095335243,0.00432113040073444
"rend_polpa_pct",96,4.42004519891045,3.51526184858508,3.51526184858508,4.3180620551035,18.6456599117247,0.0536317837359667,0.00405456285043908
"rend_polpa_pct",97,1.12278857192659,0.80626762562337,0.80626762562337,3.79667311949321,14.4147267762823,0.0693734966690718,0.00524463634818182
"rend_polpa_pct",98,1.92408279090937,1.4646032226626,1.4646032226626,3.94489924266482,15.5622300347775,0.0642581428089203,0.00485791559635438
"rend_polpa_pct",99,1.39477440505679,1.02972856119244,1.02972856119244,4.33753562570969,18.8142153043008,0.0531512998988275,0.00401823827235136
"rend_polpa_pct",10,1.49488398088106,1.11197762253383,1.11197762253383,4.39509810593675,19.3168873608088,0.051768174723059,0.00391367400906326
"rend_polpa_pct",100,1.24627084150295,0.907719466582001,0.907719466582001,4.22082041161165,17.8153249470775,0.0561314487931382,0.00424353752876125
"rend_polpa_pct",101,-0.386731153528702,-0.433939212461224,-0.433939212461224,4.1481898390131,17.2074789404915,0.0581142655154942,0.00439343847297136
"rend_polpa_pct",103,0.0702425747322701,-0.0584940075677729,-0.0584940075677729,4.37711427405988,19.1591293681788,0.0521944385250038,0.00394589955249028
"rend_polpa_pct",11,1.57143548724477,1.17487160136495,1.17487160136495,4.34977211426153,18.9205174460072,0.0528526771455201,0.00399566239220132
"rend_polpa_pct",110,0.766861836592605,0.513841654915902,0.513841654915902,4.27605320516937,18.2846310134392,0.0546907399588757,0.00413461994089101
"rend_polpa_pct",115,0.256629306517905,0.0946395324520921,0.0946395324520921,4.45449400294084,19.8425168222359,0.0503968326678892,0.00381000054969242
"rend_polpa_pct",118,0.457986535694441,0.260072688648303,0.260072688648303,4.16669132467392,17.3613165951129,0.0575993182614672,0.00435450846056692
"rend_polpa_pct",12,1.19382586172416,0.864631177341364,0.864631177341364,4.14905937975833,17.2146937367606,0.0580899094280476,0.0043915971527604
"rend_polpa_pct",122,1.42987039161835,1.05856308504064,1.05856308504064,4.47842840155644,20.0563209478674,0.0498595930230331,0.0037693852325413
"rend_polpa_pct",124,2.47684151558355,1.91874445618975,1.91874445618975,4.38090654620887,19.1923421666157,0.0521041148244771,0.00393907108073047
"rend_polpa_pct",128,3.09804082006703,2.42911580956934,2.42911580956934,4.41357991693496,19.4796876831716,0.0513355253053618,0.00388096571308535
"rend_polpa_pct",13,1.41384844167845,1.04539960559759,1.04539960559759,4.34031368496561,18.8383228838997,0.0530832816786814,0.00401309609490831
"rend_polpa_pct",130,1.42057493853316,1.05092603049611,1.05092603049611,4.31186902905904,18.5922145237585,0.0537859542617757,0.00406621814219025
"rend_polpa_pct",131,1.43681007781187,1.06426466424245,1.06426466424245,4.38262554488599,19.2074066666872,0.0520632492117935,0.00393598164041159
"rend_polpa_pct",132,1.38035386926001,1.01788078815416,1.01788078815416,4.34334046998904,18.8646064382446,0.0530093221543535,0.00400750475486912
"rend_polpa_pct",133,2.28665062626593,1.76248545705547,1.76248545705547,4.26433511531158,18.1845539756794,0.0549917254686274,0.00415737444542823
